CAS,chemical_name,n_species_observed,n_species_predicted,trad_mu,trad_sigma,hc5_traditional,hc5_mc_median,hc5_mc_lower,hc5_mc_upper,hc5_mc_ci_width,hc20_traditional,hc20_mc_median,hc20_mc_lower,hc20_mc_upper,hc20_mc_ci_width,hc50_traditional,hc50_mc_median,hc50_mc_lower,hc50_mc_upper,hc50_mc_ci_width,hc80_traditional,hc80_mc_median,hc80_mc_lower,hc80_mc_upper,hc80_mc_ci_width,hc95_traditional,hc95_mc_median,hc95_mc_lower,hc95_mc_upper,hc95_mc_ci_width
628-63-7,Pentyl acetate,1,1267,,,,-1.1163054185018977,-1.2685143281157856,-0.9522290142662891,0.31628531384949643,,0.007816283439077698,-0.091753473793639,0.11187796137447648,0.2036314351681155,,1.124424765087845,1.0382543838734888,1.2101997573558032,0.17194537348231442,,2.2253078978982814,2.1233408232404547,2.318402070206471,0.19506124696601645,,3.293164969510629,3.1317979542348398,3.4638658731272214,0.33206791889238163
374726-62-2,Mandipropamid,1,1267,,,,-2.2498695016691688,-2.426272707624081,-2.083662839205883,0.3426098684181982,,-1.0178834028260382,-1.1272568539937224,-0.905308750185459,0.22194810380826346,,0.21485165734279438,0.11947130291566066,0.3126834150724788,0.19321211215681816,,1.427673074534354,1.3225668576825789,1.5355646880140543,0.21299783033147546,,2.601260177138373,2.4298165781455867,2.769535387909591,0.33971880976400426
95-80-7,"2,4-Diaminotoluene",2,1267,,,,-1.0961917645502608,-1.2801331277225025,-0.908715851571825,0.37141727615067754,,0.16282823140901032,0.05629462443149044,0.2721957783270222,0.21590115389553174,,1.439508783701267,1.3410990042124737,1.5413032500017803,0.2002042457893065,,2.705818711285579,2.5857052094433066,2.8181286958337783,0.23242348639047172,,3.9092215846149347,3.7269260749761557,4.088841148879341,0.36191507390318556
4455-26-9,N-Methyldioctylamine,2,1267,,,,-3.169718172336317,-3.3585173917289945,-2.9836157879865413,0.3749016037424533,,-1.8876180334985189,-2.002555728348957,-1.7646708306435543,0.23788489770540244,,-0.5626144409184299,-0.6654622090772919,-0.4536794998048869,0.211782709272405,,0.7583609993355014,0.6389014271356471,0.8756094871506361,0.236708060014989,,2.0332657307538886,1.8492734275586225,2.226140587925049,0.37686716036642665
1918-00-9,Dicamba,5,1267,2.039551357384262,0.8639068165760152,0.6185510967911028,-0.6013107027103286,-0.7437242279609718,-0.46312766073549255,0.28059656722547927,1.3124690367255067,0.4236731260332132,0.34439001653447204,0.5054432060629714,0.1610531895284994,2.039551357384262,1.4114820816878415,1.3422814564153775,1.4804488946375343,0.1381674382221567,2.7666336780430174,2.3491755822065556,2.27209851052374,2.4211220580049884,0.14902354748124846,3.460551617977421,3.240955476955894,3.1177280839034838,3.359464404147913,0.24173632024442915
3759-92-0,Furaltadone hydrochloride,1,1267,,,,-1.987728074088983,-2.1982050318482194,-1.7954817688912537,0.4027232629569657,,-0.5855774234543077,-0.7149806440124998,-0.4519783598176039,0.2630022841948959,,0.8500899186547427,0.7358537154354582,0.9611952409522316,0.22534152551677344,,2.2725600120947087,2.1457166477282303,2.394000002020259,0.24828335429202886,,3.6264876585268198,3.422408766118524,3.824063832010958,0.40165506589243405
33813-20-6,ETEM [BSI],4,1267,,,,-2.4788366851758528,-2.632250588335549,-2.3261874744551756,0.30606311388037355,,-1.4262260068843706,-1.5202668333780855,-1.3309434585639939,0.18932337481409167,,-0.3613610672710771,-0.4439365232373342,-0.278886111071496,0.16505041216583816,,0.6973326980298149,0.6017373035013397,0.7894290631717683,0.18769175967042862,,1.7280777502463824,1.5768622734503293,1.8857727953297558,0.3089105218794266
78-83-1,2-Methyl-1-propanol,6,1267,2.9106683479458293,0.1484000799785276,2.6665719381532593,0.4603472747709041,0.3146833611804203,0.6083760796587,0.2936927184782797,2.7857716895719817,1.533157712878496,1.442659245591821,1.6234326365923442,0.18077339100052314,2.9106683479458293,2.5303707405937743,2.4578687040604312,2.6017374056836635,0.1438687016232323,3.035565006319677,3.4435114199158923,3.360961213854446,3.5203128614951193,0.15935164764067355,3.154764757738399,4.357309931553067,4.22043197112785,4.491380929020843,0.2709489578929931
15950-66-0,"2,3,4-Trichlorophenol",1,1267,,,,-1.9152910612547354,-2.066374416699014,-1.7687595358909833,0.2976148808080308,,-0.8806585696966669,-0.9763091015718992,-0.785330899690174,0.1909782018817252,,0.16012311327074108,0.0780070808101528,0.238586127298196,0.16057904648804322,,1.1967928541617667,1.1059646644465975,1.289219821515272,0.18325515706867446,,2.208164989826704,2.06257487582607,2.369601170092492,0.3070262942664219
58306-30-2,Febantel,1,1267,,,,-3.2844148547295617,-3.4687660708701253,-3.1088828736696996,0.3598831972004257,,-2.01538546405843,-2.12924430015259,-1.895931128265783,0.2333131718868069,,-0.7120314182465688,-0.8092171605894467,-0.614774791348511,0.19444236924093572,,0.582848783074053,0.4635356267117846,0.6961110393059905,0.2325754125942059,,1.8195507986430994,1.6357927141000335,2.0026416275220233,0.3668489134219899
