CAS,chemical_name,n_species_observed,n_species_predicted,trad_mu,trad_sigma,hc5_traditional,hc5_mc_median,hc5_mc_lower,hc5_mc_upper,hc5_mc_ci_width,hc20_traditional,hc20_mc_median,hc20_mc_lower,hc20_mc_upper,hc20_mc_ci_width,hc50_traditional,hc50_mc_median,hc50_mc_lower,hc50_mc_upper,hc50_mc_ci_width,hc80_traditional,hc80_mc_median,hc80_mc_lower,hc80_mc_upper,hc80_mc_ci_width,hc95_traditional,hc95_mc_median,hc95_mc_lower,hc95_mc_upper,hc95_mc_ci_width
6452-73-9,Oxprenolol hydrochloride,1,1267,,,,-3.0329547616307724,-3.2876436244343883,-2.8060045158405744,0.48163910859381387,,-1.3669712623151105,-1.5309764008828521,-1.213625359044913,0.31735104183793905,,0.35795680257020823,0.21869783622882866,0.49650801340926337,0.2778101771804347,,2.080885791185983,1.9162264776228004,2.2351309366406316,0.31890445901783115,,3.713218394432849,3.473016023111376,3.960864516026679,0.4878484929153033
123-05-7,2-Ethylhexanal,3,1267,,,,-1.2309719232635596,-1.3791380691119193,-1.0871902819128711,0.2919477871990481,,-0.19355631142671098,-0.2820271538170532,-0.10251791926527183,0.17950923455178136,,0.8425050243643795,0.7628162619741785,0.9236579788675866,0.1608417168934081,,1.8749412493162332,1.7801522076838534,1.9645699359248907,0.1844177282410373,,2.892575888322261,2.734031454263078,3.0529691395501346,0.31893768528705646
89-82-7,R-(+)-Pulegone,1,1267,,,,-2.2770593194573103,-2.5148085018211908,-2.063678439266311,0.45113006255488,,-0.7438106444961823,-0.8935978721276415,-0.5958887459015845,0.29770912622605705,,0.8447074753666777,0.7205515004622607,0.9785374532526924,0.2579859527904317,,2.4338465400040756,2.2814682790238665,2.5733621953249086,0.2918939163010421,,3.94357563776507,3.7223143032446004,4.19252345658524,0.47020915334063984
90-12-0,1-Methylnaphthalene,2,1267,,,,-1.58917654296155,-1.7319010252952451,-1.4492759180339834,0.2826251072612618,,-0.5684074816126718,-0.6536399292032777,-0.4787583814817172,0.17488154772156056,,0.43486791296191446,0.35826378871853604,0.5105224400753839,0.1522586513568479,,1.4193929274955182,1.3334030749581656,1.5014661392766895,0.1680630643185239,,2.3727817941778087,2.238502866642355,2.5221912805608255,0.28368841391847033
57057-83-7,"3,4,5-Trichloro-2-methoxyphenol",1,1267,,,,-2.2530783908308116,-2.4086998268199746,-2.1004695397309088,0.30823028708906586,,-1.151331972084447,-1.2505694107082466,-1.0534941209098687,0.19707528979837785,,-0.03455078699803153,-0.1227981363746807,0.05507724265322604,0.17787537902790673,,1.0745363500250495,0.9745287762265153,1.1719103905441552,0.1973816143176399,,2.143524696895832,1.9859703810481093,2.3126368435674847,0.32666646251937537
35367-38-5,Diflubenzuron,6,1267,-2.5043334057665168,1.189791095766672,-4.461365604952894,-3.056279004703547,-3.2693914632120125,-2.8628335060443244,0.40655795716768806,-3.5056868554797322,-1.450679539869776,-1.5961399183492655,-1.3171865828911031,0.27895333545816237,-2.5043334057665168,0.24652257231361896,0.1274488225989662,0.36386551514609905,0.23641669254713285,-1.5029799560533008,1.8417480178184216,1.7039304003442803,1.9752019892614778,0.2712715889171975,-0.5473012065801399,3.245052832064045,3.054089929805427,3.4374477961059733,0.38335786630054614
1305-62-0,Calcium hydroxide,2,1267,,,,-0.29372787329856775,-0.45663874280222383,-0.13367021376746438,0.3229685290347595,,0.8440956498521643,0.7509951612953453,0.9409263070403194,0.18993114574497416,,1.9299388222889184,1.8497965789173951,2.0081362909578173,0.1583397120404222,,2.9654659615378614,2.8742302105697366,3.0550769762571264,0.18084676568738978,,3.976852372512326,3.8292590775489295,4.1238937495772205,0.2946346720282911
113158-40-0,Fenoxaprop-P,2,1267,,,,-3.027159491166537,-3.234413443741717,-2.8485991975872733,0.3858142461544438,,-1.6692455588339001,-1.8035741681231745,-1.5369451578695763,0.2666290102535982,,-0.27121669776090257,-0.38212857229992686,-0.1644853376208247,0.21764323467910215,,1.1191846623212944,1.0023278314694308,1.238034932153703,0.23570710068427214,,2.4529861120790972,2.2563784226703554,2.6610446252048003,0.40466620253444496
99-50-3,"3,4-Dihydroxybenzoic acid",2,1267,,,,-1.3599934196377776,-1.5572280997517558,-1.1596701355066086,0.3975579642451472,,0.020395138483621567,-0.10574136019767985,0.15150503270635982,0.25724639290403967,,1.4426402268758634,1.3373920959132517,1.5553513896424331,0.21795929372918144,,2.8591837470666217,2.719652379255904,2.9904456570552065,0.2707932777993025,,4.208427040712343,4.003830885014677,4.410700017703736,0.40686913268905833
139968-49-3,Metaflumizone,1,1267,,,,-3.4624807713063968,-3.69597153418341,-3.257264757679555,0.43870677650385526,,-1.9809819740871442,-2.115390892665043,-1.8459901888689527,0.26940070379609016,,-0.46243229478142234,-0.5803515938155681,-0.34252638517165296,0.23782520864391515,,1.0505629846384403,0.9169928306632855,1.1873964574182851,0.2704036267549996,,2.5083113166022826,2.2936959652217426,2.7319271866579053,0.4382312214361628
375-22-4,Heptafluorobutyric acid,3,1267,,,,-0.9344025999414981,-1.1302927727967105,-0.7436515003869338,0.38664127240977664,,0.4286871279333416,0.3050024246920838,0.5505609371985275,0.24555851250644373,,1.8229273732654772,1.7142534871565254,1.9283018036181776,0.21404831646165223,,3.20061880696067,3.0740590753825483,3.3173956131063975,0.24333653772384922,,4.51363755739877,4.320823446224421,4.695178875354915,0.37435542913049424
24934-91-6,Chlormephos,1,1267,,,,-2.3387492544593074,-2.497423665448198,-2.1818657647896633,0.3155579006585345,,-1.229598759035253,-1.3252159503595287,-1.1373282695230873,0.18788768083644136,,-0.1088877664303819,-0.19379263939387362,-0.02018021447014193,0.1736124249237317,,0.9945946974699802,0.8917774672341315,1.0893379272943275,0.197560460060196,,2.046893991823251,1.8968071396012327,2.1980643834096663,0.30125724380843355
79-33-4,L-Lactic acid,1,1267,,,,-0.41641654426564056,-0.5782087498957714,-0.2517305387707482,0.32647821112502323,,0.7498664508019167,0.6446710036066816,0.8541995147889694,0.20952851118228777,,1.908879053314942,1.8223298294986825,2.006281195216835,0.18395136571815263,,3.0521782085539124,2.9454012856466565,3.1503731549975718,0.20497186935091527,,4.163352760849411,3.9934040786670066,4.329000974398916,0.3355968957319093
7778-43-0,Disodium arsenate,10,1267,0.9258157139551129,0.9478192394606698,-0.6332081997661565,-1.8276950190425851,-2.0105367099952605,-1.642836087980851,0.36770062201440945,0.12811091643608263,-0.5603338683615762,-0.6749050087498367,-0.4502561179002505,0.22464889084958622,0.9258157139551129,0.7162379195100903,0.6268394548752805,0.808694029741023,0.18185457486574252,1.7235205114741432,1.946608263955356,1.8388670225570887,2.05134018657873,0.2124731640216413,2.4848396276763816,3.0937521206131047,2.925611452484995,3.271200908774391,0.34558945628939597
7681-82-5,Sodium iodide,1,1267,,,,-0.6514353128537338,-0.8111602060400869,-0.4774645201480705,0.33369568589201637,,0.6198686184813951,0.5134769198104239,0.7237506637135809,0.210273743903157,,1.968378370321314,1.8746384412085653,2.05924662502056,0.18460818381199484,,3.2272730433263868,3.124795384717998,3.3239115368102805,0.1991161520922824,,4.3335391606197255,4.166023358526021,4.4893987275516745,0.3233753690256531
6369-97-7,"2,4,5-T dimethylamine salt",2,1267,,,,-1.1427467453581857,-1.3147982902188373,-0.968466261949028,0.34633202826980936,,0.10037459798139303,-0.0070181789438045,0.207846359869769,0.21486453881357348,,1.3229705332962591,1.226871927585874,1.4171367123517746,0.1902647847659007,,2.50902186076116,2.4074207322318966,2.610614824681973,0.20319409245007636,,3.6423026725430976,3.471229742668221,3.8070234997981975,0.3357937571299767
60-33-3,Linoleic acid,1,1267,,,,-3.2465700942649565,-3.4721804147140585,-3.034814248441034,0.4373661662730246,,-1.661245198677907,-1.8115458328600071,-1.5120495176272635,0.29949631523274367,,-0.01805476699733547,-0.15022420121863253,0.11188679194883357,0.2621109931674661,,1.61499786605546,1.462074382505184,1.7622173957610083,0.30014301325582426,,3.1768525849257427,2.950128959828927,3.414412365627615,0.464283405798688
79-19-6,Thiosemicarbazide,2,1267,,,,-1.2173815629634643,-1.3847668583863122,-1.0418612988044516,0.34290555958186064,,0.007603020701566016,-0.10223336051706765,0.11940486894834487,0.2216382294654125,,1.2339868998674437,1.1386749720487794,1.333387320149464,0.1947123481006845,,2.454247717131379,2.343333577252886,2.55612251539578,0.21278893814289424,,3.6377967238606326,3.4612811168588684,3.8134275608234582,0.35214644396458983
2682-20-4,2-Methyl-3(2H)-isothiazolone,1,1267,,,,-2.456979610720626,-2.6400383786511714,-2.28582581956668,0.35421255908449156,,-1.2443240166740783,-1.3547539366661712,-1.1270289551470947,0.2277249815190765,,-0.005849991252104524,-0.10601064427196885,0.09258590353161923,0.1985965478035881,,1.236290143269606,1.1168478746629424,1.3460572209727288,0.2292093463097864,,2.430713821373809,2.2619815338900002,2.6165815879316887,0.3546000540416885
85-84-7,1-(Phenylazo)-2-naphthylamine,1,1267,,,,-2.9990694762566523,-3.204717441198101,-2.8236378773245683,0.3810795638735329,,-1.7066011436820168,-1.8322466289920487,-1.582991602246425,0.24925502674562372,,-0.3692134275027556,-0.47491621702724957,-0.26165343873261193,0.21326277829463763,,0.9640938117263427,0.837938797841828,1.0819926779255686,0.24405388008374063,,2.2492796049720702,2.0525733860901174,2.4424646785413286,0.38989129245121124
59729-32-7,Citalopram hydrobromide,2,1267,,,,-2.630476520920459,-2.835291711989795,-2.4449410967699907,0.3903506152198042,,-1.257269030288886,-1.3859842653664902,-1.128358935068375,0.2576253302981153,,0.15022275405393826,0.04237486008331256,0.2599665826174839,0.21759172253417133,,1.5372545072248887,1.4118362917857437,1.65858339921707,0.24674710743132633,,2.8726945201364553,2.6818061497979406,3.0770582224139473,0.3952520726160067
63821-86-3,"Acetic acid, (4-chloro-2-methylphenoxy)-, sodium salt, mixt. with 6-chloro-N,N'-diethyl-1,3,5-triazine-2,4-diamine and N-(1,1-dimethylethyl)-N'-ethyl-6-(methylthio)-1,3,5-triazine-2,4-diamine",3,1267,,,,-2.7280792343438867,-2.951347827016707,-2.529156487453289,0.42219133956341803,,-1.2772779718836595,-1.4100556361318315,-1.1538063608282374,0.2562492753035941,,0.1716631205610263,0.0632830540563562,0.2815535839150928,0.21827052985873657,,1.5867818758039154,1.4649666954335832,1.7105531323838767,0.24558643695029359,,2.939444564509978,2.7350191305809406,3.136457402046932,0.4014382714659912
112-52-7,1-Chlorododecane,1,1267,,,,-4.162045070545611,-4.436680679698555,-3.8819568530584965,0.5547238266400587,,-2.2316983677105773,-2.4159470975298247,-2.048353451870411,0.36759364565941377,,-0.22613069712848605,-0.3895907624667058,-0.06045782239505041,0.3291329400716554,,1.7770621759134042,1.5749021641641858,1.9565482144591404,0.3816460502949546,,3.6699025305130557,3.39282127621794,3.9568853196381104,0.5640640434201702
144-74-1,Sulfathiazole sodium,3,1267,,,,-1.0369024438977705,-1.1980960374050091,-0.8888108578755874,0.3092851795294217,,0.05036080013052118,-0.04522908114185494,0.14370297987050448,0.18893206101235943,,1.1341560867140874,1.0506116144390854,1.215249060463109,0.16463744602402364,,2.1928084123903098,2.0971272225082385,2.2798717408179754,0.18274451830973693,,3.213648924232942,3.070182600105002,3.3560972614864304,0.2859146613814283
102851-06-9,tau-Fluvalinate,1,1267,,,,-4.993061788897149,-5.138022311853037,-4.852360233779859,0.28566207807317845,,-3.921729942222303,-4.0138987792641565,-3.8323754364502687,0.18152334281388782,,-2.8134347686971655,-2.8945224201875344,-2.7322706144590656,0.16225180572846876,,-1.6905784199623028,-1.7840340896298623,-1.5904537007917088,0.19358038883815354,,-0.511491572830053,-0.6718764051880421,-0.34748419168341566,0.3243922135046265
60-00-4,Ethylenediaminetetraacetic acid,2,1267,,,,-0.8809384387387169,-1.0275544442622015,-0.7261442669198848,0.3014101773423168,,0.24597499463553832,0.15130393638205264,0.342248228034901,0.19094429165284837,,1.3421835402420963,1.266262863841177,1.4198715092402183,0.1536086453990413,,2.3714179143813503,2.2858344784025535,2.4573457546946966,0.17151127629214313,,3.3441812273292006,3.202664719960098,3.4848289609851624,0.2821642410250642
145-73-3,Endothal,6,1267,1.7026984435951,0.8976387627460733,0.22621406899998875,-0.18779508895980776,-0.33134267604310724,-0.054121387620206664,0.27722128842290056,0.9472266007898853,0.7842402071041228,0.7024382343398378,0.8676246199793702,0.16518638563953247,1.7026984435951,1.7162314084072388,1.6534598648001764,1.7821602572583997,0.1287003924582233,2.458170286400315,2.6121639489879795,2.5344664449974013,2.6813228576934347,0.14685641269603344,3.1791828181902106,3.47500584867117,3.3504637370734245,3.6010565235026157,0.25059278642919125
606-20-2,"2,6-Dinitrotoluene",4,1267,,,,-1.2380222716776723,-1.3772863436611953,-1.0947264931407463,0.28255985052044896,,-0.28026922525330467,-0.36547767683790766,-0.19691617427084412,0.16856150256706354,,0.6505992862833165,0.5826316766151648,0.7177499166358206,0.13511824002065576,,1.5690291050705714,1.486836612187265,1.650160745094937,0.163324132907672,,2.485580554818421,2.350730738968328,2.6200615319658183,0.2693307929974904
626-17-5,"1,3-Benzenedicarbonitrile",1,1267,,,,-1.9013218547504316,-2.099030635715571,-1.7107413913863794,0.38828924432919143,,-0.531173078164737,-0.6610236941118928,-0.4034665346652611,0.25755715944663166,,0.873522826286023,0.7624041723890393,0.9909501635202026,0.22854599113116325,,2.2784699544172895,2.1394755783991815,2.403215619166701,0.26374004076751945,,3.612634946968452,3.420807307387378,3.8173279282099015,0.3965206208225234
475-20-7,Longifolene,1,1267,,,,-2.305525467024893,-2.4745392615373314,-2.1384262930528375,0.3361129684844939,,-1.1215194600759588,-1.2238049386412988,-1.0181574865722025,0.2056474520690963,,0.08526427589641868,-0.008305181485080967,0.17974498395009494,0.18805016543517591,,1.2814840666306075,1.170472118840855,1.388646440547963,0.21817432170710815,,2.434108315505215,2.2672981749015353,2.611836255068648,0.3445380801671125
68-22-4,Norethindrone,1,1267,,,,-3.096009074529338,-3.355650828725839,-2.8591563253529184,0.49649450337292045,,-1.438965149766719,-1.5960042433075308,-1.2889326581747234,0.3070715851328074,,0.2767972290476407,0.14133158117261652,0.41360794787007804,0.2722763666974615,,1.987306559068408,1.8306265275738727,2.137627769099244,0.30700124152537134,,3.616804054237236,3.3671447324311123,3.869064697385681,0.5019199649545687
120116-88-3,Cyazofamid,1,1267,,,,-2.876960380166862,-3.049740728161995,-2.7213760065516857,0.3283647216103094,,-1.7200272752608092,-1.8256141486201751,-1.6133843239997867,0.21222982462038842,,-0.5384191014356939,-0.6277682186271822,-0.44475539825233384,0.1830128203748484,,0.6361509228669079,0.5287223069667607,0.7415978127888974,0.21287550582213666,,1.7650939685755218,1.5953201299048272,1.9376590533640083,0.34233892345918115
309-00-2,Aldrin,44,1267,-1.3822996905713367,1.1083955553074354,-3.2054481398156636,-3.339901257716746,-3.4858882957706983,-3.2054078924513565,0.28048040331934176,-2.3151489251159156,-2.3621663936980877,-2.4449066674834232,-2.273754191029716,0.17115247645370735,-1.3822996905713367,-1.3399192757386502,-1.4130954118653032,-1.2659019942690812,0.14719341759622195,-0.4494504560267576,-0.1690683890983996,-0.2691022050159114,-0.07173643682991872,0.19736576818599272,0.44084875867298945,1.181552855471313,1.0145758332146477,1.3554323120010863,0.34085647878643854
117-18-0,"2,3,5,6-Tetrachloronitrobenzene",1,1267,,,,-2.2899538625701394,-2.437945431005423,-2.154941184079601,0.28300424692582205,,-1.274111019633351,-1.3706732181076833,-1.1851285199914832,0.1855446981162001,,-0.25495599354482257,-0.3310979592123299,-0.17427584520625772,0.15682211400607216,,0.7587790244374104,0.6647252590673103,0.8482402926997945,0.18351503363248423,,1.7577948126461114,1.6069036124067777,1.9096855013900198,0.3027818889832421
140-57-8,Aramite,4,1267,,,,-2.5238374281231355,-2.6574958619029605,-2.3830672789013247,0.27442858300163575,,-1.5524786667323518,-1.6361054627310747,-1.472214523396411,0.1638909393346637,,-0.614053569791214,-0.6832794325407668,-0.5430614007255599,0.14021803181520698,,0.30619863881399273,0.22693165381432062,0.3880632626625367,0.1611316088482161,,1.2183771147134146,1.0881158362789871,1.358990245638795,0.2708744093598079
75-35-4,"1,1-Dichloroethylene",3,1267,,,,-0.25365513671167483,-0.40851788965585084,-0.1128406477116278,0.29567724194422307,,0.7718651497504007,0.6862002904340568,0.8528377154267097,0.16663742499265288,,1.7415125345219333,1.669629868459636,1.815921580137217,0.14629171167758104,,2.693315890139173,2.610188005801683,2.7728640383196437,0.1626760325179606,,3.6670709727656305,3.5164751805547434,3.8103800527181173,0.2939048721633739
7487-88-9,Magnesium sulfate,5,1267,3.2250195356380233,0.461178731001867,2.4664480272767246,0.592926706141345,0.4279912177506468,0.7524021522220995,0.3244109344714527,2.836881723154641,1.7650329347145262,1.66158602682655,1.8627781256717875,0.20119209884523737,3.2250195356380233,2.8893587070219864,2.8085641734193416,2.9704412272058742,0.1618770537865326,3.6131573481214057,3.9552092024084793,3.8633283608124893,4.042550950540939,0.1792225897284494,3.9835910439993216,4.977481772091724,4.824142960071297,5.114160068658235,0.2900171085869374
98-82-8,Cumene,3,1267,,,,-1.2093717636320354,-1.354241349418189,-1.0555758275066587,0.2986655219115304,,-0.18030793731597217,-0.27017974862406535,-0.0902480137776588,0.17993173484640657,,0.8162647455490842,0.7434609511323397,0.8908836292795858,0.14742267814724608,,1.8036560054252253,1.7157484395136053,1.8859540484296176,0.17020560891601222,,2.8024389331162363,2.659208970638886,2.9455596117718934,0.28635064113300723
10297-05-9,"Butane, 1-chloro-4-iodo-",1,1267,,,,-2.683093173614725,-2.9211289295739147,-2.4610731803272508,0.4600557492466639,,-1.0907038960329878,-1.2428608802606882,-0.943106449528978,0.29975443073171015,,0.5655476529445808,0.43193695038984703,0.6966213448047004,0.26468439441485336,,2.2178558983088896,2.0618671314183126,2.359631697095815,0.29776456567750254,,3.7872391138784254,3.5471279059831557,4.044215969135826,0.4970880631526704
10453-86-8,Resmethrin,2,1267,,,,-4.229682940477789,-4.35242602508458,-4.109620146814892,0.2428058782696878,,-3.37100697992669,-3.4417582978015053,-3.302108904443566,0.13964939335793947,,-2.5198339019384006,-2.5827617813523616,-2.457586285940048,0.12517549541231343,,-1.6546237808189905,-1.7302834781985004,-1.5750300275147697,0.15525345068373064,,-0.7599711144295573,-0.8795496385989008,-0.6215966261386965,0.2579530124602043
95465-99-9,Cadusafos,4,1267,,,,-2.9945855006132356,-3.1385873034158585,-2.851815636345138,0.2867716670707203,,-1.9282599481482148,-2.0179529557983074,-1.8417720342623254,0.17618092153598197,,-0.8568303068152056,-0.9343493239104353,-0.78386406476853,0.15048525914190536,,0.14694122763606363,0.06205203227453731,0.23089666600748707,0.16884463373294975,,1.1003255492088349,0.9698485514246162,1.243814577311485,0.2739660258868688
2916-14-5,Allyl chloroacetate,1,1267,,,,-2.7595092176159213,-3.016983121174282,-2.5243355135547416,0.4926476076195403,,-1.0157742301856822,-1.1814983867458078,-0.8400550819391017,0.34144330480670604,,0.7966870762285531,0.657176354137336,0.9448036174386448,0.28762726330130883,,2.6120337065361037,2.4355339908259364,2.771191772426184,0.3356577816002475,,4.330008122003452,4.0894103734391365,4.581360961899522,0.4919505884603854
123-03-5,Cetylpyridinium chloride,1,1267,,,,-2.7877906603881524,-2.9545183154419052,-2.6336424580716344,0.3208758573702708,,-1.6748810466189332,-1.782099504832562,-1.5753840009186093,0.20671550391395277,,-0.5339601731412964,-0.6190426063903934,-0.44622438462745573,0.1728182217629377,,0.6071997977828305,0.5081929361319429,0.7056043996250945,0.19741146349315153,,1.7098401125787528,1.5490052953378632,1.8720402317362101,0.3230349363983469
72-14-0,Sulfathiazole,2,1267,,,,-0.7811133848012708,-0.9324409028690266,-0.6427760614008973,0.2896648414681293,,0.25250835524855153,0.15511693502700374,0.33958194922369156,0.18446501419668782,,1.2460588581610184,1.1709004825045302,1.3187177394354206,0.14781725693089043,,2.1958702384162545,2.116119001819832,2.2773977012644786,0.16127869944464646,,3.1275692092650726,2.9911713807173586,3.273830178237109,0.2826587975197503
149-30-4,2-Mercaptobenzothiazole,6,1267,0.19057091002781432,0.5109629742498025,-0.6498883914048854,-1.4476783909837272,-1.5698317144448655,-1.3261722728363372,0.24365944160852826,-0.2394663786703897,-0.562043155605721,-0.6370440749854394,-0.4884554784557305,0.14858859652970885,0.19057091002781432,0.27927296068590335,0.2181485397439805,0.341614672740418,0.12346613299643752,0.6206081987260184,1.0991364767219,1.0273063951148036,1.1673541107377408,0.14004771562293716,1.0310302114605137,1.9325283187861082,1.8164093493943338,2.058113519525904,0.2417041701315703
29450-45-1,MCPA-2-ethylhexyl,1,1267,,,,-2.630616014831458,-2.8017406892722487,-2.465619659151248,0.3361210301210007,,-1.4234006616104264,-1.532876845616024,-1.3191182930456211,0.21375855257040288,,-0.20259927848660436,-0.2952540957323907,-0.10212361981815905,0.19313047591423166,,1.0089217713573257,0.8965532547145147,1.115741496264456,0.21918824154994132,,2.167220041058001,1.9904178492661797,2.3439667907095663,0.35354894144338656
105-54-4,Ethyl butyrate,1,1267,,,,-1.199520406094394,-1.3743171796911922,-1.0246749150625665,0.3496422646286257,,0.07370748962520163,-0.04108040937266228,0.1978690897230601,0.23894949909572238,,1.3670665194024474,1.2683763744593337,1.4707203847410857,0.20234401028175197,,2.653253934175998,2.5305751396205682,2.7623738294818256,0.2317986898612574,,3.886927551493346,3.7089034091778745,4.068151476137987,0.3592480669601126
506-77-4,Cyanogen chloride,1,1267,,,,-2.5046765062369802,-2.717502926734474,-2.297475938232151,0.4200269885023231,,-1.1029828905546735,-1.2315262632341928,-0.9683323720983923,0.2631938911358005,,0.34425083250279304,0.2229030089976555,0.45299084411634494,0.23008783511868944,,1.787137398243003,1.6454994568370693,1.9164953397073474,0.2709958828702781,,3.161631868601823,2.962182745998886,3.375602478005947,0.41341973200706095
1194-65-6,Dichlobenil,20,1267,0.8960525100003146,0.22425706814097124,0.5271824580991344,-1.095745201036836,-1.2188977133517813,-0.9627441220758242,0.25615359127595716,0.7073129996740654,-0.13630132309035067,-0.21522849192269025,-0.06079226883631472,0.15443622308637553,0.8960525100003146,0.7391663539430989,0.681887205931581,0.7994436735218697,0.1175564675902887,1.084792020326564,1.567928409266001,1.5007490741905414,1.6375338311203531,0.13678475692981173,1.2649225619014945,2.4134992313240775,2.292315326794837,2.5377445697783623,0.24542924298352542
120-92-3,Cyclopentanone,1,1267,,,,-0.46911900626522995,-0.6498883902186992,-0.2782935461203776,0.37159484409832155,,0.8702065255440411,0.7487568316201209,0.9910794482866712,0.2423226166665503,,2.203822927053201,2.1052063457207115,2.3096706501626683,0.20446430444195673,,3.5223763454573374,3.401929332078867,3.6375473155175726,0.23561798343870555,,4.785348506904093,4.58853587691721,4.980495857588492,0.3919599806712819
504-24-5,4-Aminopyridine,1,1267,,,,-1.5221469233011915,-1.6612803159485137,-1.3910891506407637,0.27019116530775,,-0.5903844308808939,-0.6681372699034255,-0.508157982083648,0.15997928781977744,,0.30037039955598954,0.23200165609312,0.3606730373531409,0.12867138126002087,,1.1480884403322575,1.0727815384577004,1.2209661054783163,0.1481845670206159,,1.9879891994400873,1.8693791261498578,2.109316842131765,0.23993771598190716
19406-51-0,"4-Amino-2,6-dinitrotoluene",1,1267,,,,-1.3944017058279075,-1.5377915773748843,-1.2527456139364375,0.2850459634384468,,-0.36372000852590786,-0.45312318515612443,-0.27127828000234944,0.181844905153775,,0.6609343972998117,0.5841646581647736,0.738662323188422,0.15449766502364837,,1.6760737157372771,1.5880034857223533,1.7579712598076007,0.16996777408524744,,2.6714210154845626,2.520818643139994,2.814298371632155,0.29347972849216086
101-21-3,Chlorpropham,3,1267,,,,-1.394819198343088,-1.531027532732966,-1.2582264655587345,0.2728010671742316,,-0.4216894700686522,-0.5032711515369837,-0.34274615980832035,0.1605249917286633,,0.5068047551949093,0.4377788886253668,0.5743431648827093,0.13656427625734252,,1.391599566329562,1.31010532068031,1.4674463706752081,0.15734104999489817,,2.2682108168807664,2.137750379081075,2.402181722393028,0.26443134331195317
2758-42-1,"Dimethylamine 4-(2,4-dichlorophenoxy)butyrate",3,1267,,,,-1.5316376433227603,-1.6758864020956261,-1.3876708606476342,0.2882155414479919,,-0.4687937332885461,-0.5607070145477104,-0.37747041269698356,0.18323660185072688,,0.5515014872104539,0.478535079862321,0.6306003401327468,0.15206526027042577,,1.5363316187288838,1.4478554244126656,1.6217436119645932,0.1738881875519276,,2.5063405296993473,2.3567980395807164,2.6405990164445017,0.28380097686378525
2235-25-8,Ethylmercuric phosphate,2,1267,,,,-2.832610253382674,-3.022967763695285,-2.6584842361274994,0.3644835275677858,,-1.5683881273178908,-1.6870904526479205,-1.4565195253476986,0.23057092730022188,,-0.2826572136447294,-0.3826160771936944,-0.1817268956365785,0.20088918155711588,,0.9949298448470226,0.8822407144713885,1.1014909283012222,0.21925021382983367,,2.219987239069069,2.0351154192128873,2.403152620974347,0.3680372017614597
2688-84-8,o-Phenoxyaniline,1,1267,,,,-2.9863291557910583,-3.251488548607569,-2.748300636191956,0.5031879124156129,,-1.2640622804698225,-1.4248214216712316,-1.0927768563081608,0.3320445653630708,,0.5331170064942985,0.38795475246425776,0.681785873854423,0.29383112139016526,,2.327338706419602,2.156333664356567,2.484332259898747,0.32799859554218,,4.01854095131471,3.759632236880047,4.2744208039676215,0.5147885670875745
141-78-6,Ethyl acetate,12,1267,2.6056838089273153,0.43061781171207014,1.8973805395028103,0.46811925995971304,0.326811233705161,0.6099499124235144,0.28313867871835335,2.243266715035734,1.4562376331149947,1.3751914409475563,1.5403435891313824,0.16515214818382606,2.6056838089273153,2.354664092603116,2.294174659531358,2.419643893609788,0.12546923407843025,2.9681009028188967,3.2416652751826653,3.164853958696713,3.322145871848604,0.15729191315189084,3.31398707835182,4.1643546459803495,4.034741761596383,4.297913794781699,0.2631720331853167
142-59-6,Nabam-sodium,4,1267,,,,-2.145573301685986,-2.284954322164464,-2.0030335229995,0.28192079916496393,,-1.1331670847849342,-1.2171195685259681,-1.0525206471779096,0.16459892134805854,,-0.0974691358242846,-0.16927771465922645,-0.02658907831675248,0.14268863634247397,,0.8881855487660253,0.8024565754105607,0.9726108904627928,0.1701543150522321,,1.8005342275499037,1.6702375174972581,1.9352775494664822,0.2650400319692241
10124-43-3,Cobalt sulfate,2,1267,,,,-1.1858531247017117,-1.3065020549799002,-1.053993696304143,0.25250835867575727,,-0.2606525480182098,-0.33956312034885294,-0.18325764221376692,0.15630547813508602,,0.6450332682082227,0.5802282044959052,0.7118521515392457,0.13162394704334057,,1.552470312351391,1.4689481331182268,1.6257826921404006,0.1568345590221738,,2.4607227690017544,2.3324670507928396,2.6133022134231747,0.28083516263033514
51235-04-2,Hexazinone,14,1267,1.3666391058093625,1.5276698087427194,-1.1461541198853624,-1.4331667663312164,-1.5786978566168801,-1.293255755986079,0.2854421006308012,0.08091975688321718,-0.030636710252386373,-0.12590327084657713,0.06415943459593863,0.19006270544251574,1.3666391058093625,1.3303730465294952,1.2491242520070074,1.3992214671236467,0.15009721511663932,2.6523584547355084,2.3744238714477124,2.2974441381265978,2.4528280634763457,0.155383925349748,3.879432331504087,3.252776221249298,3.1371729013236984,3.369748365985613,0.23257546466191448
35575-96-3,Azamethiphos,2,1267,,,,-3.9622996450715995,-4.095035648500355,-3.8292249134510676,0.2658107350492873,,-3.0129934339655238,-3.0941291924461156,-2.9311010598912195,0.16302813255489612,,-2.0171567522001697,-2.09462697983952,-1.9452878721678897,0.1493391076716304,,-1.021972552370214,-1.1120556129316772,-0.9367160766306207,0.17533953630105648,,-0.0645688878327711,-0.19927643727806083,0.08007193274476182,0.27934837002282265
