CAS,chemical_name,n_species_observed,n_species_predicted,hc5_traditional,hc5_trad_mu,hc5_trad_sigma,hc5_mc_median,hc5_mc_lower_95,hc5_mc_upper_95,hc5_mc_ci_width
71-00-1,Histidine,1,1267,,,,-2.4025375431212845,-2.6837161007292427,-2.143613965319207,0.5401021354100357
80-46-6,4-(2-Methylbutan-2-yl)phenol,1,1267,,,,-1.688607065371722,-1.8236342026238481,-1.5433984880460279,0.28023571457782026
1596-84-5,Daminozide,1,1267,,,,-0.716429797353064,-0.8691414267539239,-0.560139124953334,0.30900230180058996
82-44-0,1-Chloroanthraquinone,1,1267,,,,-2.846864096662619,-3.0890503460244108,-2.628897688305109,0.4601526577193016
7440-36-0,Antimony,2,1267,,,,-1.2884077061746508,-1.4380795928504821,-1.124719004527725,0.31336058832275704
7778-80-5,Potassium sulfate,2,1267,,,,0.08484243822012383,-0.08278875959924614,0.24371443652301986,0.32650319612226597
65733-16-6,S-Methoprene,2,1267,,,,-2.46679951204733,-2.6707638209098112,-2.2838943874466096,0.3868694334632017
25812-30-0,Gemfibrozil,4,1267,,,,-0.7368727073398332,-0.881252867502409,-0.6022844898250419,0.27896837767736715
79-08-3,Bromoacetic acid,1,1267,,,,-1.569273258821681,-1.7299847958669758,-1.3955760151661472,0.3344087807008287
16941-12-1,Chloroplatinic acid,1,1267,,,,-2.5456881107679363,-2.7640132724420177,-2.3365657436575495,0.4274475287844681
140-49-8,4'-(Chloroacetyl)acetanilide,1,1267,,,,-2.7967767556221457,-3.017623335699466,-2.585763244741507,0.43186009095795885
123-88-6,Methoxyethyl mercury chloride,3,1267,,,,-2.2195458039478355,-2.358008609316384,-2.0903474178532147,0.26766119146316925
7789-00-6,Potassium chromate(VI),26,1267,-0.8893220477526298,1.005304806585209,1.151851340018193,-1.4574953304640936,-1.6083336101360488,-1.3079922397673511,0.3003413703686977
52918-63-5,Deltamethrin,26,1267,-5.637626266659359,-3.0132565362726393,1.595503507051053,-5.656697946819598,-5.823217611245496,-5.482698579927341,0.34051903131815475
96-45-7,Ethylene thiourea,1,1267,,,,-1.1245701954127671,-1.3302544631861872,-0.9138706831827837,0.4163837800034035
142-71-2,Cupric acetate,1,1267,,,,-2.271271266111258,-2.420304688801068,-2.130893469621684,0.28941121917938384
103-72-0,Phenyl isothiocyanate,2,1267,,,,-2.6581841771112056,-2.8770062750920053,-2.4601944091521006,0.4168118659399047
5259-88-1,Oxycarboxin,1,1267,,,,-1.4428924015128064,-1.6067421155592145,-1.2864342079856375,0.3203079075735771
87392-12-9,S-Metolachlor,3,1267,,,,-1.2597177028054207,-1.402354209949495,-1.121145709619215,0.28120850033028
52-51-7,Bronopol,1,1267,,,,-1.5084962350809286,-1.6555700095265435,-1.358834776349326,0.2967352331772175
85100-77-2,1-Butyl-3-methylimidazolium bromide,1,1267,,,,-2.598197360163918,-2.8315940038491165,-2.3818777058670086,0.4497162979821079
107-82-4,"Butane, 1-bromo-3-methyl-",1,1267,,,,-2.583510149380997,-2.8399206715707166,-2.337773467464755,0.5021472041059618
91-57-6,2-Methylnaphthalene,3,1267,,,,-1.4766751264667461,-1.607428952602244,-1.3516371908364304,0.25579176176581364
12122-67-7,Zineb,4,1267,,,,-1.7165309100580275,-1.8803541309441965,-1.5572418944152495,0.32311223652894694
105-53-3,Diethyl propanedioate,1,1267,,,,-1.1119999270984913,-1.2540154210075467,-0.9660467706748352,0.28796865033271146
106-68-3,3-Octanone,2,1267,,,,-1.270078000215784,-1.443481765416383,-1.099082677794591,0.34439908762179194
1121-37-5,Dicyclopropylketone,1,1267,,,,-2.8186491869474857,-3.108578823886076,-2.51827895012129,0.5902998737647858
846-70-8,C.I. Acid Yellow 1,1,1267,,,,-1.5021194233028834,-1.7247630285662734,-1.2992598071562458,0.4255032214100276
17904-27-7,(+)-Juvabione,1,1267,,,,-2.691764812895511,-2.8801402626649675,-2.5105441096469177,0.3695961530180498
55512-33-9,Pyridate,1,1267,,,,-2.7592565662159982,-2.9729762775764565,-2.571035762795247,0.4019405147812094
206-44-0,Fluoranthene,7,1267,-2.5537471374448577,-0.5172960015254292,1.238074380936699,-3.047241004799498,-3.190429856941037,-2.902283499884068,0.2881463570569691
4549-44-4,N-Ethyl-N-butylnitrosamine,1,1267,,,,-2.2728806979270355,-2.507906492246625,-2.0427898150327954,0.46511667721382954
6217-54-5,Docosahexaenoic acid,1,1267,,,,-4.3712254572016125,-4.663725294244342,-4.09677440826375,0.5669508859805923
10102-18-8,Sodium selenite,18,1267,-1.0903085251646463,0.5138609824417357,0.9752658116938383,-1.4180691583152012,-1.5503310718837056,-1.2785539898363967,0.2717770820473089
110-62-3,Pentanal,1,1267,,,,-1.0260080293220173,-1.1848923878905782,-0.8631094676089583,0.3217829202816198
2425-10-7,Xylylcarb,3,1267,,,,-1.8447494469010184,-1.9869641562032276,-1.6942185590575285,0.29274559714569914
3766-81-2,Fenobucarb,9,1267,-1.7542731628134904,-0.02949800382889678,1.048588841416391,-2.282090629697638,-2.4056570747046795,-2.162480399890649,0.2431766748140305
613-45-6,"2,4-Dimethoxybenzaldehyde",1,1267,,,,-1.5738346646706178,-1.7400970019466842,-1.403370957046065,0.3367260449006191
1037-50-9,Sodium sulfadimethoxine,1,1267,,,,-1.4892273874631006,-1.6649329520800158,-1.311128887842347,0.35380406423766875
31972-43-7,Fenamiphos sulfoxide,1,1267,,,,-3.064587719927669,-3.23042073479911,-2.9007455324705607,0.3296752023285494
75-85-4,2-Methyl-2-butanol,1,1267,,,,-0.44825662904768293,-0.6312189318324275,-0.2584450690769662,0.3727738627554613
59-40-5,Sulfaquinoxaline,1,1267,,,,-3.728106440887255,-4.03693306358322,-3.4418270152547743,0.5951060483284456
1600-27-7,Mercury(II) acetate,2,1267,,,,-2.931167682061151,-3.070727395009449,-2.793663205359083,0.27706418965036583
13755-29-8,Sodium tetrafluoroborate,1,1267,,,,-1.826448560230825,-2.083703151461938,-1.56878957557345,0.514913575888488
26040-51-7,Bis(2-ethylhexyl) tetrabromophthalate,1,1267,,,,-5.181981205372888,-5.448025040981426,-4.922125472074514,0.5258995689069117
56-35-9,Bis(tributyltin)oxide,21,1267,-2.4946182618281925,-1.7237232022282531,0.46867091817081336,-4.0551593373380594,-4.223593719390297,-3.9065084095475733,0.31708530984272354
15905-86-9,"Nitric acid, uranium salt",1,1267,,,,-2.401775313052889,-2.611791263852177,-2.1974312813301884,0.4143599825219888
1929-77-7,Vernolate,8,1267,-0.49355863277627177,0.4812165410188898,0.5926212264867503,-1.4918922987003687,-1.621067876305962,-1.3643830018437109,0.2566848744622512
124-48-1,Chlorodibromomethane,1,1267,,,,-1.294975740682331,-1.4607521615976877,-1.143653162735278,0.3170989988624098
82-68-8,Pentachloronitrobenzene,1,1267,,,,-2.325834472486254,-2.4688098173108206,-2.1861388486286795,0.28267096868214114
77-58-7,Dibutyltin dilaurate,2,1267,,,,-3.83858642698049,-4.074675875236351,-3.632925932403553,0.4417499428327978
95-68-1,"2,4-Dimethylaniline",2,1267,,,,-1.1417432993990682,-1.3197013858006674,-0.9841350405704301,0.3355663452302373
143-16-8,Dihexylamine,3,1267,,,,-2.0541951038686532,-2.1947651166367805,-1.9190285844607484,0.2757365321760321
74-90-8,Hydrogen cyanide,1,1267,,,,-2.990418076923924,-3.1399277688841676,-2.821599131552624,0.3183286373315437
700-58-3,2-Adamantanone,1,1267,,,,-2.0654674477900086,-2.269297164468949,-1.8569928398555635,0.4123043246133855
7757-83-7,Sodium sulfite,1,1267,,,,-0.4706374424024014,-0.6486958194167908,-0.30292240662087644,0.34577341279591434
256412-89-2,Metamifop,1,1267,,,,-3.5617043035677556,-3.7574585545293497,-3.3853551448013492,0.3721034097280005
97-02-9,"2,4-Dinitroaniline",1,1267,,,,-1.4117550097804443,-1.5682413803295816,-1.253080744374021,0.31516063595556054
1067-33-0,Dibutyltin diacetate,1,1267,,,,-2.5051076811576642,-2.6646541612184724,-2.341851592557714,0.3228025686607583
74222-97-2,Sulfometuron-methyl,4,1267,,,,-2.339172746142066,-2.6194470630610565,-2.0785649315078274,0.5408821315532291
1653-40-3,6-Methyl-1-heptanol,1,1267,,,,-1.6901718348874781,-1.86789849940434,-1.5169934576723436,0.3509050417319963
70124-77-5,Flucythrinate,5,1267,-3.6963906771265997,-2.660333166473973,0.6298782418547647,-4.889402041084194,-5.022140340191536,-4.767993829130129,0.25414651106140695
1655-45-4,"Disodium naphthalene-2,6-disulphonate",1,1267,,,,-2.969382042822164,-3.2937948853520522,-2.627763756964676,0.6660311283873761
14324-55-1,Zinc diethyldithiocarbamate,1,1267,,,,-2.94752378391546,-3.12449281872451,-2.7777219162877893,0.3467709024367207
61718-82-9,Fluvoxamine maleate,2,1267,,,,-3.122406248528591,-3.3538077298915914,-2.917087036340248,0.43672069355134324
140-88-5,Ethyl acrylate,1,1267,,,,-1.447768377760836,-1.5919436077226012,-1.2970654158898873,0.2948781918327139
55-38-9,Fenthion,45,1267,-2.862389425624737,-0.6434306282288792,1.3490311606075345,-2.988258692452326,-3.1094861870206634,-2.8731201678976785,0.23636601912298483
174501-65-6,1-Butyl-3-methylimidazolium tetrafluoroborate,1,1267,,,,-2.622867380505149,-2.8438811035497924,-2.417517657063105,0.42636344648668745
50471-44-8,Vinclozolin,2,1267,,,,-1.604392306733925,-1.7591744602026467,-1.452207937579042,0.3069665226236047
513-36-0,"Propane, 1-chloro-2-methyl-",1,1267,,,,-5.581115406782219,-6.117707778343985,-5.069066717876127,1.0486410604678582
525-66-6,Propranolol,4,1267,,,,-1.2654439222731821,-1.4087375844707193,-1.126284546146351,0.2824530383243682
123-82-0,2-Aminoheptane,1,1267,,,,-2.1854391229372396,-2.4192922109335244,-1.9573013478011958,0.4619908631323286
1014-69-3,Desmetryn,3,1267,,,,-1.436937521946992,-1.5960042343319074,-1.2857292757221463,0.31027495860976106
62732-91-6,Debacarb,1,1267,,,,-1.277041944348857,-1.4702259103936905,-1.0943654422941262,0.3758604680995643
107-22-2,Glyoxal,1,1267,,,,-0.439525925160973,-0.6181179877835355,-0.2682824735710888,0.34983551421244674
25637-99-4,"Hexabromocyclododecane, mixed isomers",1,1267,,,,-1.7738384243897625,-1.9573746745473752,-1.6070661440040763,0.3503085305432989
4719-04-4,"1,3,5-Triazine-1,3,5(2H,4H,6H)-triethanol",1,1267,,,,-0.9779349443842409,-1.1307772226741049,-0.8220660836656195,0.30871113900848535
6651-36-1,"Silane, (1-cyclohexen-1-yloxy)trimethyl-",1,1267,,,,-2.4355836523496324,-2.6740522939644324,-2.2215823475312213,0.45246994643321115
616-45-5,2-Pyrrolidinone,1,1267,,,,-1.455842125361975,-1.6422451943592626,-1.2603876435114647,0.38185755084779793
5959-52-4,"2-Naphthalenecarboxylic acid, 3-amino-",1,1267,,,,-2.115228872842157,-2.3259612684523074,-1.91463381884375,0.4113274496085575
10380-28-6,Copper-8-hydroxyquinoline (1:2),2,1267,,,,-2.80588490648641,-2.958793903162998,-2.6661543955717226,0.29263950759127555
59417-73-1,"Phosphorothioic acid, O,O-dimethyl O-(3-(hydroxymethyl)-4-nitrophenyl) ester",1,1267,,,,-3.1510386278261207,-3.3989747949661098,-2.9269488241200885,0.47202597084602127
15165-67-0,Dichlorprop-P,1,1267,,,,-2.3970014710916625,-2.6384241640734984,-2.187333425208585,0.45109073886491347
6062-26-6,MCPB-sodium,2,1267,,,,-1.2135439458289203,-1.3672674688131774,-1.05263537847223,0.3146320903409474
7786-81-4,Nickel sulfate,25,1267,0.6652557500201224,1.7044555275298177,0.6317886044582095,-0.9295592557010945,-1.0805871810645968,-0.7730243229506394,0.30756285811395745
108-39-4,m-Cresol,3,1267,,,,-0.9350428332121667,-1.0825167521183499,-0.798963396001309,0.2835533561170409
21725-46-2,Cyanazine,4,1267,,,,-1.4623040365302007,-1.592107825456275,-1.331439982303235,0.26066784315304004
2439-10-3,Dodine,2,1267,,,,-2.495907711837508,-2.661410067804867,-2.3413793647725116,0.3200307030323555
144171-61-9,(+-)-Indoxacarb,1,1267,,,,-3.614077148711097,-3.8202896244800173,-3.4231278564507512,0.39716176802926606
102851-06-9,tau-Fluvalinate,1,1267,,,,-4.980354373264841,-5.123067644190431,-4.84631324253887,0.2767544016515604
5064-31-3,"Glycine, N,N-bis(carboxymethyl)-, trisodium salt",1,1267,,,,-0.3387375105473319,-0.5447080547921949,-0.15588401539805802,0.38882403939413684
117-80-6,Dichlone,15,1267,-1.9361767363890934,-0.9827274695261465,0.5796559956705958,-2.688260032676351,-2.808506301460782,-2.5776738666752106,0.23083243478557147
2224-44-4,4-(2-Nitrobutyl)morpholine,1,1267,,,,-2.1049540529120083,-2.2751100276833425,-1.9459697175184945,0.329140310164848
97-23-4,Dichlorophen,3,1267,,,,-2.5308543803470256,-2.670856787780191,-2.388628862998083,0.282227924782108
140-57-8,Aramite,4,1267,,,,-2.513701031743954,-2.6453691055984465,-2.37759936127404,0.2677697443244065
2655-14-3,XMC,1,1267,,,,-1.9364467112724568,-2.137947322657795,-1.7555943547750583,0.38235296788273687
657-24-9,Metformin,1,1267,,,,-1.2485298423649316,-1.4372262821959303,-1.0671353016023386,0.3700909805935917
24934-91-6,Chlormephos,1,1267,,,,-2.328075133642396,-2.484378834727243,-2.1729865533164534,0.31139228141078945
77-06-5,Gibberellic acid,1,1267,,,,-2.5359891575902638,-2.759559144469572,-2.328111356411972,0.4314477880576
712-48-1,Diphenylchlorarsine,1,1267,,,,-2.680832423227194,-2.8433443323516197,-2.5202408089898793,0.3231035233617403
2255-17-6,Fenitrooxone,1,1267,,,,-2.513468966729249,-2.6472761433635297,-2.3818714167400032,0.26540472662352643
137-42-8,Metam-sodium,2,1267,,,,-2.167715226927357,-2.3596735399791595,-1.9652060759813885,0.394467463997771
22726-00-7,3-Bromobenzamide,1,1267,,,,-1.048684748420634,-1.2001771545925048,-0.8990898123524727,0.3010873422400322
7440-38-2,Arsenic,4,1267,,,,-1.3306379910696942,-1.4762489313396372,-1.186137945270733,0.2901109860689042
83-88-5,Riboflavin,1,1267,,,,-2.3753678146760606,-2.5980696744812435,-2.1469770828797383,0.45109259160150517
8065-75-6,Aerozine-50,1,1267,,,,-1.4189183784050412,-1.5701880520334237,-1.2734631306739628,0.29672492135946094
66441-23-4,Fenoxaprop-ethyl,1,1267,,,,-2.1624785458357847,-2.3145791583164264,-2.030202906439135,0.28437625187729143
88-75-5,2-Nitrophenol,6,1267,-0.6636959347712883,0.45355745716546775,0.6792418326045481,-1.2940861240595525,-1.4409232609337574,-1.1407492184973256,0.30017404243643186
78-48-8,Tribufos,5,1267,-3.1166317772367655,-0.5082370582264091,1.5857913897449247,-2.3607930760641604,-2.501140268274573,-2.2249489300457963,0.27619133822877684
98967-40-9,Flumetsulam,1,1267,,,,-1.6856603707343591,-1.8690585678154301,-1.5221677784250827,0.34689078939034745
1468-37-7,Dimexano,1,1267,,,,-2.805283494833862,-3.0067463027722763,-2.600418523436801,0.40632777933547537
13909-73-4,"2',3',4'-Trimethoxyacetophenone",1,1267,,,,-1.141641917629051,-1.3001783488828675,-0.98118556269512,0.3189927861877475
21145-77-7,"6-Acetyl-1,1,2,4,4,7-hexamethyltetralin",1,1267,,,,-2.483070404032409,-2.643178196493861,-2.3423879002036387,0.30079029629022225
123-54-6,"2,4-Pentanedione",9,1267,1.5855242210142857,1.8572488902872573,0.16519686908346895,-0.0024752309646638437,-0.13603612819386393,0.12164830127851778,0.2576844294723817
123-91-1,"1,4-Dioxane",5,1267,0.5206316373280298,2.955879125064522,1.4805253475653724,0.2984463316694971,0.13276977150663602,0.4779982297549514,0.3452284582483154
99-30-9,Dicloran,2,1267,,,,-1.759665687409052,-1.9118411908111732,-1.613330652444047,0.29851053836712627
142-82-5,Heptane,2,1267,,,,-0.3151021638132627,-0.478928351184456,-0.1511369093492456,0.32779144183521036
27176-93-8,2-[2-(2-Nonylphenoxy)ethoxy]ethan-1-ol,1,1267,,,,-3.0192575444907686,-3.2136333076372,-2.8403304033952437,0.3733029042419562
68-04-2,Trisodium citrate,1,1267,,,,-0.8624430548853157,-1.1001162760685417,-0.6372117242125365,0.4629045518560052
1918-00-9,Dicamba,5,1267,0.6185510967911028,2.039551357384262,0.8639068165760152,-0.5902942856734543,-0.7282507498874269,-0.4488767938481579,0.279373956039269
1134-23-2,Cycloate,2,1267,,,,-1.4793420332796672,-1.6166457275972526,-1.342133640484013,0.2745120871132396
3648-20-2,Diundecyl phthalate,1,1267,,,,-3.108206040934806,-3.328803935390268,-2.9159978335252195,0.4128061018650486
109-99-9,Tetrahydrofuran,1,1267,,,,-0.5223675369963239,-0.7219735580144113,-0.3034565122957952,0.41851704571861614
4044-65-9,Bitoscanate,1,1267,,,,-2.8015211454132105,-3.00480186511554,-2.601723689854741,0.40307817526079903
94-74-6,MCPA,6,1267,-3.778343057163603,-0.4375921912557768,2.031032312643821,-1.2651415863003264,-1.446494588315421,-1.1016399581961693,0.34485463011925166
50-00-0,Formaldehyde,28,1267,0.6786608107129654,1.6429618814077271,0.586253423948714,-0.8270578985179016,-1.012428146280353,-0.6412051308893915,0.3712230153909616
96489-71-3,Pyridaben,1,1267,,,,-3.969906435293116,-4.1050512056211454,-3.8408420454381376,0.2642091601830079
107-03-9,1-Propanethiol,1,1267,,,,-3.790323783529722,-4.142587842326208,-3.456977035217703,0.6856108071085045
51200-87-4,"4,4-Dimethyloxazolidine",1,1267,,,,-0.789999620952839,-0.9515552105286511,-0.6158657597698807,0.33568945075877044
78-99-9,"1,1-Dichloropropane",1,1267,,,,-0.9463579000340555,-1.111392373590946,-0.7822391843101256,0.32915318928082027
131-79-3,C.I. Solvent Yellow 6,1,1267,,,,-3.0789358912669345,-3.2688500301760626,-2.9013645144964926,0.36748551567957
13390-47-1,"Benzenesulfonic acid, 2,2'-thiobis[5-[(4-ethoxyphenyl)azo]-, disodium salt",1,1267,,,,-2.2334552936926277,-2.4116770423120437,-2.0532457344887574,0.35843130782328636
51235-04-2,Hexazinone,14,1267,-1.1461541198853624,1.3666391058093625,1.5276698087427194,-1.4221585771990382,-1.5627587469645396,-1.2773231171134907,0.285435629851049
858956-08-8,Aminocyclopyrachlor,1,1267,,,,-1.8917047820527366,-2.0881131911502724,-1.7006618733018604,0.387451317848412
24448-09-7,N-Methylperfluorooctanesulfonamidoethanol,1,1267,,,,-5.339623308866815,-5.724810443260195,-4.971449084756113,0.7533613585040824
57-67-0,Sulfaguanidine,1,1267,,,,-2.199736307909708,-2.406432305778029,-1.9885579315997974,0.41787437417823137
16182-04-0,Ethyl isothiocyanatoformate,1,1267,,,,-2.3940660651452097,-2.6380199171106695,-2.1544404918291225,0.48357942528154707
123-38-6,Propanal,2,1267,,,,-0.9832779210520266,-1.1567878704971386,-0.8059203428390893,0.3508675276580493
4410-99-5,Phenethyl mercaptan,1,1267,,,,-2.297678678854954,-2.5072162231222483,-2.0985947458648817,0.40862147725736664
14315-14-1,5-Methylbenzo[b]thiophene,1,1267,,,,-2.699727452087222,-2.9539343948317973,-2.4703593523927223,0.483575042439075
68-12-2,"N,N-Dimethylformamide",5,1267,3.2538099743260167,3.6646219146350547,0.24975592574180958,0.6609980781999383,0.4966176233669394,0.8400005053173446,0.3433828819504052
81-64-1,"1,4-Dihydroxyanthracene-9,10-dione",2,1267,,,,-2.5467752098948893,-2.7348891834543165,-2.3664837707853086,0.36840541266900795
123-66-0,Ethyl hexanoate,1,1267,,,,-1.8630564657704172,-2.0476471890111005,-1.6868944426516375,0.3607527463594631
104-54-1,3-Phenyl-2-propen-1-ol,1,1267,,,,-1.8445398054023232,-2.0539331339837332,-1.6375708234446475,0.4163623105390857
110-99-6,Diglycolic acid,1,1267,,,,-1.4072495973116808,-1.5949371117624267,-1.2283093589181031,0.3666277528443236
547-32-0,Sulfadiazine sodium,1,1267,,,,-2.6369667786719644,-2.8736389352576657,-2.4206235210463065,0.45301541421135916
463-40-1,Linolenic acid,1,1267,,,,-3.209516508274484,-3.43298839625852,-2.9983976282304354,0.4345907680280847
107-85-7,"1-Butanamine, 3-methyl-",1,1267,,,,-2.631638864376354,-2.9083482964716714,-2.330687880407163,0.5776604160645085
2764-72-9,Diquat,5,1267,-0.40060796997751047,0.820569716590889,0.7424233175274673,-1.5524922612054253,-1.6932115275038668,-1.425232057115231,0.2679794703886358
95-50-1,"1,2-Dichlorobenzene",13,1267,-0.33806154231541174,0.64734384675283,0.5990839384867123,-1.0345814945966323,-1.169603026891018,-0.9078310935429569,0.26177193334806115
80-06-8,Chlorfenethol,3,1267,,,,-2.1661052351075623,-2.306946872467465,-2.031181202836893,0.2757656696305717
290-87-9,"1,3,5-Triazine",1,1267,,,,-1.7221192075970104,-1.9584658654745002,-1.499344493367207,0.4591213721072931
50-28-2,17beta-Estradiol,3,1267,,,,-3.5104538518278074,-3.748500919510258,-3.296048097148139,0.4524528223621189
2570-26-5,Pentadecylamine,2,1267,,,,-3.3878618269159446,-3.5632168698356605,-3.221713178587717,0.34150369124794366
13181-17-4,Bromofenoxim,4,1267,,,,-3.1249693952958544,-3.287044647904827,-2.9714495398026544,0.3155951081021726
