CAS,chemical_name,hc20_mean,hc20_median,hc20_std,hc20_min,hc20_max,hc20_ci_lower,hc20_ci_upper,hc50_mean,hc50_median,hc50_std,hc50_min,hc50_max,hc50_ci_lower,hc50_ci_upper,hc80_mean,hc80_median,hc80_std,hc80_min,hc80_max,hc80_ci_lower,hc80_ci_upper,n_species_observed,trad_hc20,trad_hc50,trad_hc80
821-95-4,1-Undecene,-0.18202918178733224,-0.1916815429457306,0.31034164475883164,-0.9810480839273769,0.7119913165067401,-0.7782049438208574,0.3960447447844539,0.6274231305231719,0.6247302901891485,0.29879761013859757,-0.1563332790889812,1.497106336277252,0.03634647187085802,1.1534349255870502,1.4109860471766782,1.4183914003069784,0.31165189577258007,0.6515009945475491,2.291316925758581,0.8274245537542757,1.9148956064000933,,,,
822-86-6,"trans-1,2-Dichlorocyclohexane",-0.14567657044906893,-0.09947108320525747,0.5313936320388033,-1.7289828427693084,1.3263232099209403,-1.2250457664109058,0.8322577570801398,0.6656100426021908,0.6805128348174172,0.5392290666554675,-0.7559172170155983,2.2034432729325975,-0.4426514270165827,1.7077859165675706,1.4508679741942796,1.4312004044315136,0.5583312540446785,0.10579537317042902,3.196069167116787,0.32824744018068713,2.6337204598255735,,,,
822-87-7,2-Chlorocyclohexanone,0.08012520998474186,0.07800193585000124,0.5414959765249506,-1.7062896387551183,1.4729170496801445,-1.033434769035396,1.0021226887194155,0.8918100566456413,0.8955418018338273,0.567666849050929,-0.9506034030839127,2.31437263965793,-0.2510025636284043,1.8836846291208245,1.677214554150524,1.6973868071172338,0.5902079100539984,-0.09089911490646199,3.1312985751376052,0.546621952615321,2.7604494776041855,,,,
82419-36-1,Ofloxacin,-0.209224364176797,-0.1801197856155784,0.3822982316767162,-1.414580483744736,0.7441521209266779,-0.9533638343066593,0.48509301829871576,0.6910702248533568,0.6891990501942739,0.41283946354176737,-0.587604297380609,1.653308028298768,-0.0989222112763791,1.5256308451539689,1.5449131958929154,1.5660154754545625,0.4488691728786362,0.17805525688626975,2.677337840592683,0.7362890068489875,2.4650137206435376,,,,
825-44-5,"Benzo(b)thiophene 1,1-dioxide",0.01653465737539739,0.008208625171608383,0.5029845515691562,-1.2901995805479716,1.3851752448482788,-0.9590798359970396,0.9898987471194752,0.8307035526303517,0.8107974687287113,0.5231448555654103,-0.3025716511234667,2.1807551824270823,-0.15062565736011302,1.792720399793396,1.6095116974682697,1.5788931862555384,0.5361312117375115,0.49971517736067267,3.059131445821956,0.6544156645766877,2.5965366769374185,,,,
825-90-1,Monosodium 4-phenolsulfonate,1.2373737612928069,1.2444100471126436,0.45018039413207406,0.11331876770970867,2.3554192244289784,0.34221506753892966,2.093121165911253,2.2437079681025223,2.2493661085026035,0.4742321122951181,1.0015930785477585,3.3837748509449592,1.306311671670741,3.1146664087650264,3.1452144245487226,3.1387077708604507,0.5044495112920694,1.924930164832959,4.402699176320566,2.1284953226608008,4.093246849365001,,,,
82560-54-1,Benfuracarb,-1.3464173161286084,-1.4155250560408466,0.5287067164288288,-2.5181626369533405,0.09093882017400952,-2.302162930635354,-0.3272997105689763,-0.44948767773019027,-0.4924708357264029,0.5349318787299906,-1.6311069614256102,0.98387911772218,-1.4434207380696806,0.6000044821039575,0.41613274799253097,0.4028307689739908,0.5499686606723149,-0.9442359935222556,1.9068563452310925,-0.6204303385866424,1.4519590998000993,,,,
82633-79-2,"2-Methyl-5,6-dihydro-2H-cyclopenta[d][1,2]thiazol-3(4H)-one",-0.35878911047142364,-0.36527771853240404,0.4229542154789888,-1.5282439092423696,1.063716142997349,-1.1125835393812598,0.45870450335179525,0.41694054326425045,0.39555808230772427,0.43663249056566333,-0.7687009870435806,1.8796273904623133,-0.3911811790014301,1.282554026788984,1.1781347109963136,1.1624067124967588,0.46659162666415044,-0.09956969792213519,2.6255187011254955,0.3613651940553108,2.209490235737016,,,,
82657-04-3,Bifenthrin,-3.7259424613593244,-3.7275010909492226,0.2092573959843631,-4.256959615652392,-3.094044416392983,-4.140623810474982,-3.2461931852679613,-2.657424284443816,-2.66724657172455,0.22041786924711687,-3.2655329545200664,-2.0664045937912925,-3.0468216919445523,-2.209890374717563,-1.5990468678797116,-1.6039774294529732,0.2727634080514243,-2.304731771102776,-0.9304926287781121,-2.0690947818664247,-1.0696172032664955,5.0,-3.911117442331219,-2.95073053286233,-1.9903436233934406
827-52-1,Cyclohexylbenzene,-0.45156386231387485,-0.4528504325442868,0.5339054074418472,-1.9259249242499477,1.0210943353323743,-1.4704294870494448,0.5901434374351856,0.3365528566668873,0.36788220166489005,0.5542367564962809,-1.1649467502912243,1.8508451453607586,-0.7958151673852537,1.3852628383675074,1.118741312430141,1.1201550928088015,0.5680739713811453,-0.48572639707224563,2.5918268899591337,0.013477917984543975,2.2597433948941097,,,,
